Anio,Mes,CodigoPais,PaisDestino,CodigoDepto,DepartamentoOrigen,Partida,CantidadUnidades,ValorMilesFOBDol,ValorMilesPesos
2018,Marzo,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",222300,158.96,451963.49
2018,Marzo,573,Países Bajos,25,Cundinamarca,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",78364,40,111201.6
2018,Marzo,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,6441,24.04,68841.44
2018,Marzo,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3423495.6,1816.4,5181208.8
2018,Marzo,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10276276,5186.74,14825388.91
2018,Marzo,767,Suiza,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1492854.3,736.41,2120146.87
2018,Marzo,830,Ucrania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",156729,77.76,219684.73
2018,Marzo,211,Chile,17,Caldas,0803901900 - Los demás bananos o plátanos frescos.,36.5,0.08,234.42
2018,Marzo,249,Estados Unidos,76,Valle del Cauca,0803902000 - Los demás bananos secos,1880,28.29,81117.38
2018,Marzo,17,Albania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",126360,57.67,164780.82
2018,Marzo,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",9565261.68,4576.95,13020251.21
2018,Marzo,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",23062854.4,11149.12,31855995.63
2018,Marzo,198,Croacia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",396036,157.21,448992.64
2018,Marzo,245,España,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1129253,469.05,1336705.01
2018,Marzo,247,Eslovenia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4179474.4,1554.4,4453312.84
2018,Marzo,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4818622,2143.96,6144154.55
2018,Marzo,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,641892,342.72,981213
2018,Marzo,275,Francia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2003165,1010.98,2872022.05
2015,Diciembre,443,Lituania,76,Valle del Cauca,0803902000 - Los demás bananos secos,100,1.3,4362.8
2018,Marzo,301,Grecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2265700.2,1013.68,2888333.61
2018,Marzo,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",18362073,8429.46,23960249.95
2018,Marzo,467,Malta,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",145908,71.49,202406.35
2018,Marzo,500,Montenegro,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",76405.48,45.09,129143.25
2018,Marzo,538,Noruega,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",597480,273.06,781627.46
2018,Marzo,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",6678437,3469.24,9866863.62
2018,Marzo,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",727534,323.17,926274.89
2018,Marzo,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",11568257.2,6077.25,17321479.61
2018,Marzo,628,Reino Unido,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2880,1.51,4341.46
2018,Marzo,676,Rusia- Federación de,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1353208.2,571.97,1638999.78
2018,Marzo,764,Suecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",223938,91.26,260630.29
2018,Marzo,830,Ucrania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",559146.6,263.92,747606.88
2018,Marzo,149,Canadá,11,Bogotá,0803902000 - Los demás bananos secos,189.19,2.06,5908
2018,Marzo,249,Estados Unidos,11,Bogotá,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3644.5,5.6,15929.43
2018,Marzo,386,Italia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",39960,22.9,65921.02
2018,Marzo,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",19980,10.37,29574.51
2018,Marzo,611,Puerto Rico,5,Antioquia,0803901900 - Los demás bananos o plátanos frescos.,23971,37.37,106497.44
2018,Marzo,764,Suecia,11,Bogotá,0803902000 - Los demás bananos secos,162.1,1.59,4539.15
2018,Marzo,830,Ucrania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",21060,9.5,27076.99
2018,Marzo,27,Aruba,25,Cundinamarca,0803901900 - Los demás bananos o plátanos frescos.,20,0.02,68.46
2018,Marzo,200,Curazao,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",348840,161.3,457543.99
2018,Marzo,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",37200,33.48,96390.59
2018,Marzo,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,134400,116.89,334188.05
2018,Marzo,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,13.2,0.05,130.93
2018,Febrero,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,390,1.2,3390.72
2018,Febrero,23,Alemania,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9,0,3.14
2018,Febrero,27,Aruba,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,7.89,0,8.51
2018,Febrero,53,Arabia Saudita,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,250,2.18,6207.91
2018,Febrero,80,Bahrein,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,283,1.82,5184.39
2018,Febrero,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,64,0.09,247.08
2018,Febrero,149,Canadá,11,Bogotá,"0803102000 - ""PLATANOS """"PLANTAINS"""" SECOS.""",243,1.57,4574.92
2018,Febrero,211,Chile,63,Quindío,"0803102000 - ""PLATANOS """"PLANTAINS"""" SECOS.""",8.4,0.16,444.87
2018,Febrero,244,Emiratos Árabes Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,15,0.08,233.96
2018,Febrero,245,España,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,150,0.62,1781.8
2018,Febrero,245,España,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,694.8,2.34,6640.07
2018,Febrero,275,Francia,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,540,2.45,6984.54
2018,Febrero,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,7193,17.46,50715.35
2018,Febrero,386,Italia,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,102.72,0.42,1223.29
2018,Febrero,386,Italia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1584,3.8,10810.23
2018,Febrero,386,Italia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,957,2.2,6403.49
2018,Febrero,573,Países Bajos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9,0.01,17.06
2018,Febrero,573,Países Bajos,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,73.5,0.27,764.76
2018,Febrero,767,Suiza,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,50,0.13,362.56
2018,Febrero,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2236780.2,1050.41,2989613.5
2018,Febrero,87,Bélgica,25,Cundinamarca,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",139312,66.16,189324.94
2018,Febrero,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",6178769,2729.57,7756790.86
2018,Febrero,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",462000,298.53,856817.15
2018,Febrero,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",161447,115.45,328769.31
2018,Febrero,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,6774.9,26.76,76931.97
2018,Febrero,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4042208.06,2033.09,5779773.92
2018,Febrero,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",8146508,4031.65,11524804.19
2018,Febrero,17,Albania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",168480,76.9,219219.73
2018,Febrero,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10647680.68,3459.97,9872448.23
2018,Febrero,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",31417526.44,14956.58,42834002.57
2018,Febrero,198,Croacia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",121997,61.03,174363.79
2015,Septiembre,149,Canadá,11,Bogotá,0803902000 - Los demás bananos secos,29.51,0.35,1101.6
2018,Febrero,215,China,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",398895,154.06,442888.61
2018,Febrero,245,España,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1612870,796.17,2279789.12
2018,Febrero,247,Eslovenia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",18816528,5934.87,16991859.4
2018,Febrero,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10299324.4,4369.45,12481265.58
2018,Febrero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,846485,458.78,1311784.2
2018,Febrero,275,Francia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",615912,251.6,715762.72
2018,Febrero,301,Grecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3051480,1323.57,3778931.96
2018,Febrero,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10959410,4922.1,14049119.48
2018,Febrero,467,Malta,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20844,7.38,20912.46
2018,Febrero,500,Montenegro,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",79100,40.14,114402.96
2018,Febrero,538,Noruega,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1902210,993.07,2843384.49
2018,Febrero,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5134601,2515.94,7181599.47
2018,Febrero,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1406269,733.73,2109493.08
2018,Febrero,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",16946166,8902.14,25487117.23
2018,Febrero,628,Reino Unido,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,5030,2.65,7572.61
2018,Febrero,676,Rusia- Federación de,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2466050.4,1041.93,2977569.36
2018,Febrero,764,Suecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",895752,422.04,1209774.87
2018,Febrero,827,Turquía,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3700015.8,203.97,577416.63
2018,Febrero,830,Ucrania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",723883.28,359.43,1029222.73
2018,Febrero,386,Italia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",80568,42.98,123186.99
2018,Febrero,611,Puerto Rico,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,17500,22,63991.4
2018,Febrero,820,Túnez,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",44400,23.76,68358.47
2018,Febrero,200,Curazao,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",82080,38.02,107619.11
2018,Febrero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,177301.2,154.62,441392.68
2018,Enero,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,714,2.09,6249.69
2018,Enero,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,262.4,0.44,1239.19
2018,Enero,149,Canadá,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,20,0.3,833.12
2018,Enero,245,España,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,5657.2,16.23,46761.3
2018,Enero,275,Francia,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,915,4.22,12042.94
2018,Enero,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,8,0.03,72.72
2018,Enero,275,Francia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,8316.75,27.82,80530.39
2018,Enero,386,Italia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,12891.81,35.42,101430.12
2018,Enero,607,Portugal,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,804,2.45,7094.15
2018,Enero,767,Suiza,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9417.6,52.8,152071.59
2018,Enero,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5688834.75,2186.44,6236118.47
2018,Enero,69,Australia,47,Magdalena,0803902000 - Los demás bananos secos,2004,8.48,24568.83
2018,Enero,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",58808,27.81,78010.39
2018,Enero,87,Bélgica,8,Atlántico,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",35520,17.28,49520.85
2018,Enero,87,Bélgica,25,Cundinamarca,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",259176,115.78,331486.41
2018,Enero,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",14519831.66,5648.03,16210480.17
2018,Enero,200,Curazao,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",52242,25.92,74234.19
2018,Enero,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",32205492,14373.14,41089227.31
2018,Enero,301,Grecia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",63531,35.88,102808.87
2018,Enero,386,Italia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",299169,188.82,538927.9
2018,Enero,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",205920,147.23,425766.91
2018,Enero,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,8477.5,23.78,67741.05
2018,Enero,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5084443,2624.37,7499453.81
2018,Enero,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",12897285,5404.94,15538729.44
2018,Enero,767,Suiza,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3628873.43,1795.64,5135045.9
2018,Enero,249,Estados Unidos,76,Valle del Cauca,0803902000 - Los demás bananos secos,1656.9,24.08,70814.22
2018,Enero,580,Panamá,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,589,0.97,2804.88
2018,Enero,17,Albania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",168480,72.58,210340.67
2018,Enero,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",13466579,4730.44,13533507.27
2018,Enero,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",27353465.3,11916.79,34333202.59
2014,Septiembre,69,Australia,5,Antioquia,0803902000 - Los demás bananos secos,633.5,18.59,36567.1
2018,Enero,198,Croacia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",346572,167.48,478843.55
2018,Enero,245,España,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1881891,646.86,1860614.11
2018,Enero,247,Eslovenia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5685261.6,1807.31,5134027.84
2018,Enero,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4161543,1838.23,5256115.6
2018,Enero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,503509,270.23,770969.74
2018,Enero,275,Francia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1324540,471.56,1349290
2018,Enero,301,Grecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4561589,1743.6,4984168.14
2018,Enero,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",26383728.2,10587.7,30257403.57
2018,Enero,467,Malta,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",83376,26.94,76221.11
2018,Enero,500,Montenegro,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",379361,174.38,496908.68
2018,Enero,538,Noruega,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",922962,431.42,1237873.72
2018,Enero,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",7317757,3130.02,8985927.59
2018,Enero,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1021370.8,468.26,1356284.41
2018,Enero,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",12555205,6944.56,19957775.2
2018,Enero,628,Reino Unido,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2880,1.51,4351.56
2018,Enero,676,Rusia- Federación de,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",833187.6,352.85,994854.13
2018,Enero,764,Suecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",570024,231.18,670633.83
2018,Enero,827,Turquía,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1244160,314.28,915651.67
2018,Enero,830,Ucrania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1701335.64,837.2,2410714.84
2018,Enero,149,Canadá,11,Bogotá,0803902000 - Los demás bananos secos,681.59,7.42,22146.41
2018,Enero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,14434.8,13.34,38793.07
2018,Enero,249,Estados Unidos,5,Antioquia,0803901900 - Los demás bananos o plátanos frescos.,29499,46.68,136332.98
2018,Enero,27,Aruba,11,Bogotá,0803901900 - Los demás bananos o plátanos frescos.,20,0.02,68.54
2018,Enero,200,Curazao,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",184680,85.54,244278.84
2018,Enero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,148620.8,129.71,376720.64
2017,Diciembre,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,366,1.07,3226.98
2017,Diciembre,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,64,0.09,256.84
2017,Diciembre,149,Canadá,11,Bogotá,"0803102000 - ""PLATANOS """"PLANTAINS"""" SECOS.""",1,0,3.03
2017,Diciembre,149,Canadá,73,Tolima,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,6.4,0,0.18
2017,Diciembre,245,España,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,240,0.99,2951.79
2017,Diciembre,245,España,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1956,6.98,20904.99
2017,Diciembre,249,Estados Unidos,11,Bogotá,"0803102000 - ""PLATANOS """"PLANTAINS"""" SECOS.""",3.5,0.06,179.79
2017,Diciembre,249,Estados Unidos,86,Putumayo,"0803102000 - ""PLATANOS """"PLANTAINS"""" SECOS.""",0.7,0,5.99
2017,Diciembre,275,Francia,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,270,1.22,3630.1
2017,Diciembre,275,Francia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,64012.8,156.88,471565.36
2017,Diciembre,386,Italia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,7938,24,72124.05
2017,Diciembre,767,Suiza,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,5114.88,28.92,86711.75
2017,Diciembre,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3692501,1251.62,3739223.6
2017,Diciembre,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",19615,8.81,26125.47
2017,Diciembre,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",8040860.1,2978.99,8911648.04
2017,Diciembre,200,Curazao,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",34828,17.28,51949.81
2017,Diciembre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",330125,203.07,607010.15
2017,Diciembre,386,Italia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",243733,144.55,435877.52
2017,Diciembre,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",156780,112.13,334351.49
2017,Diciembre,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9765,16.12,48382.2
2017,Diciembre,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4823251.8,2414.35,7222079.83
2017,Diciembre,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",8967991,3636.42,10848931.84
2017,Diciembre,17,Albania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",168480,72.58,215535.84
2017,Diciembre,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",7867820,3205.59,9614612.89
2017,Diciembre,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",28306139.8,12605.98,37771217.36
2017,Diciembre,198,Croacia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",222933,102.49,308698.14
2017,Diciembre,245,España,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1927318.24,698.52,2081089.56
2017,Diciembre,247,Eslovenia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2942529.6,1026.23,3083853.76
2017,Diciembre,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",6692215.14,3140.22,9448564.36
2017,Diciembre,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,842251,454.87,1362439.63
2017,Diciembre,275,Francia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",716286,225.92,677050.08
2017,Diciembre,301,Grecia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2435698,876.13,2631597.39
2017,Diciembre,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",19082082,7168.1,21481473.46
2017,Diciembre,467,Malta,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",41688,10.59,31632.87
